Duracion;DuracionAscendente;DuracionDescendente;GradienteAscendente;GradienteDescendente;Volumen;Qmax_GEOM;CaudalBaseEscalon;HoraEpisodio;VolumenEpisodio;DuracionEpisodio;Volumen -4;Duracion -4;Distancia de -4;Volumen -3;Duracion -3;Distancia de -3;Volumen -2;Duracion -2;Distancia de -2;Volumen -1;Duracion -1;Distancia de -1;Volumen 1;Duracion 1;Distancia de 1;Volumen 2;Duracion 2;Distancia de 2;Volumen 3;Duracion 3;Distancia de 3;Volumen 4;Duracion 4;Distancia de 4;VolumenCercanoMas1.1;DistanciaCercanoMas1.1;Etiqueta
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.766666666666667;0.999;16;14.993;96;5339;12.987000000000002;88;4770;17.983999999999995;120;4125;0.999;16;2782;0.999;16;61;0.999;16;152;0.999;16;277;6.998000000000002;57;492;6.998000000000002;492;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.05;0.999;16;12.987000000000002;88;4847;17.983999999999995;120;4202;0.999;16;2859;0.999;16;61;0.999;16;75;0.999;16;200;6.998000000000002;57;415;0.999;16;653;6.998000000000002;415;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.566666666666666;0.999;16;17.983999999999995;120;4293;0.999;16;2950;0.999;16;152;0.999;16;75;0.999;16;109;6.998000000000002;57;324;0.999;16;562;0.999;16;608;6.998000000000002;324;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;16.65;0.999;16;0.999;16;3075;0.999;16;277;0.999;16;200;0.999;16;109;6.998000000000002;57;199;0.999;16;437;0.999;16;483;1.996;27;555;6.998000000000002;199;Fugas
57;15;21;0.010000000000000002;0.0071428571428571435;6.998000000000002;0.15000000000000002;0;16.233333333333334;6.998000000000002;57;0.999;16;492;0.999;16;415;0.999;16;324;0.999;16;199;0.999;16;181;0.999;16;227;1.996;27;299;2.998;29;412;1.996;299;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;16.2;0.999;16;0.999;16;653;0.999;16;562;0.999;16;437;6.998000000000002;57;181;0.999;16;30;1.996;27;102;2.998;29;215;0.999;16;3882;1.996;102;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;16.966666666666665;0.999;16;0.999;16;608;0.999;16;483;6.998000000000002;57;227;0.999;16;30;1.996;27;56;2.998;29;169;0.999;16;3836;0.999;16;7438;1.996;56;Grifos
27;9;9;0.009722222222222222;0.009722222222222222;1.996;0.08750000000000001;0;16.166666666666668;1.996;27;0.999;16;555;6.998000000000002;57;299;0.999;16;102;0.999;16;56;2.998;29;86;0.999;16;3753;0.999;16;7355;0.999;16;8326;2.998;86;Grifos
29;14;14;0.010714285714285716;0.010714285714285716;2.998;0.15000000000000002;0;16.05;2.998;29;6.998000000000002;57;412;0.999;16;215;0.999;16;169;1.996;27;86;0.999;16;3638;0.999;16;7240;0.999;16;8211;5.000000000000002;39;8976;1.996;86;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;18.2;0.999;16;0.999;16;7438;1.996;27;7355;2.998;29;7240;0.999;16;3586;0.999;16;955;5.000000000000002;39;1720;5.999999999999999;44;2450;1.9979999999999996;22;2517;5.000000000000002;1720;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;18.383333333333333;0.999;16;1.996;27;8326;2.998;29;8211;0.999;16;4557;0.999;16;955;5.000000000000002;39;749;5.999999999999999;44;1479;1.9979999999999996;22;1546;1.9979999999999996;22;1628;5.000000000000002;749;Fugas
39;15;20;0.0125;0.009375;5.000000000000002;0.1875;0;18.133333333333333;5.000000000000002;39;2.998;29;8976;0.999;16;5322;0.999;16;1720;0.999;16;749;5.999999999999999;44;691;1.9979999999999996;22;758;1.9979999999999996;22;840;1.9979999999999996;22;938;5.999999999999999;691;Grifos
44;17;17;0.011029411764705883;0.011029411764705883;5.999999999999999;0.1875;0;18.3;5.999999999999999;44;0.999;16;6052;0.999;16;2450;0.999;16;1479;5.000000000000002;39;691;1.9979999999999996;22;23;1.9979999999999996;22;105;1.9979999999999996;22;203;2.998;29;840;1.9979999999999996;23;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;18.416666666666668;1.9979999999999996;22;0.999;16;2517;0.999;16;1546;5.000000000000002;39;758;5.999999999999999;44;23;1.9979999999999996;22;60;1.9979999999999996;22;158;2.998;29;795;14.985000000000003;100;940;5.999999999999999;23;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;18.783333333333335;1.9979999999999996;22;0.999;16;1628;5.000000000000002;39;840;5.999999999999999;44;105;1.9979999999999996;22;60;1.9979999999999996;22;76;2.998;29;713;14.985000000000003;100;858;13.986000000000002;94;1437;1.9979999999999996;60;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;18.416666666666668;1.9979999999999996;22;5.000000000000002;39;938;5.999999999999999;44;203;1.9979999999999996;22;158;1.9979999999999996;22;76;2.998;29;615;14.985000000000003;100;760;13.986000000000002;94;1339;16.983999999999995;115;1924;1.9979999999999996;76;Lavadora
29;14;14;0.010714285714285716;0.010714285714285716;2.998;0.15000000000000002;0;19.033333333333335;2.998;29;5.999999999999999;44;840;1.9979999999999996;22;795;1.9979999999999996;22;713;1.9979999999999996;22;615;14.985000000000003;100;116;13.986000000000002;94;695;16.983999999999995;115;1280;8.994000000000007;91;3783;14.985000000000003;116;Cisternas
100;14;14;0.011607142857142858;0.011607142857142858;14.985000000000003;0.1625;0;19.45;14.985000000000003;100;1.9979999999999996;22;940;1.9979999999999996;22;858;1.9979999999999996;22;760;2.998;29;116;13.986000000000002;94;479;16.983999999999995;115;1064;8.994000000000007;91;3567;1.998;28;3688;2.998;116;Lavadora
94;14;14;0.011607142857142858;0.011607142857142858;13.986000000000002;0.1625;0;19.1;13.986000000000002;94;1.9979999999999996;22;1437;1.9979999999999996;22;1339;2.998;29;695;14.985000000000003;100;479;16.983999999999995;115;491;8.994000000000007;91;2994;1.998;28;3115;0.999;16;3210;14.985000000000003;479;Lavadora
115;12;17;0.013541666666666667;0.009558823529411765;16.983999999999995;0.1625;0;19.85;16.983999999999995;115;1.9979999999999996;22;1924;2.998;29;1280;14.985000000000003;100;1064;13.986000000000002;94;491;8.994000000000007;91;2388;1.998;28;2509;0.999;16;2604;0.999;16;2838;13.986000000000002;491;Lavadora
91;45;45;0.0030555555555555557;0.0030555555555555557;8.994000000000007;0.1375;0;20.566666666666666;8.994000000000007;91;2.998;29;3783;14.985000000000003;100;3567;13.986000000000002;94;2994;16.983999999999995;115;2388;1.998;28;30;0.999;16;125;0.999;16;359;5.0020000000000024;57;712;1.998;30;Grifos
28;11;11;0.007954545454545455;0.007954545454545455;1.998;0.08750000000000001;0;20.583333333333332;1.998;28;14.985000000000003;100;3688;13.986000000000002;94;3115;16.983999999999995;115;2509;8.994000000000007;91;30;0.999;16;67;0.999;16;301;5.0020000000000024;57;654;0.999;16;792;8.994000000000007;30;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;20.166666666666668;0.999;16;13.986000000000002;94;3210;16.983999999999995;115;2604;8.994000000000007;91;125;1.998;28;67;0.999;16;218;5.0020000000000024;57;571;0.999;16;709;0.999;16;1459;1.998;67;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;20.066666666666666;0.999;16;16.983999999999995;115;2838;8.994000000000007;91;359;1.998;28;301;0.999;16;218;5.0020000000000024;57;337;0.999;16;475;0.999;16;1225;6.999000000000004;59;3877;1.998;301;Grifos
57;11;11;0.009090909090909092;0.009090909090909092;5.0020000000000024;0.1;0;20.95;5.0020000000000024;57;8.994000000000007;91;712;1.998;28;654;0.999;16;571;0.999;16;337;0.999;16;81;0.999;16;831;6.999000000000004;59;3483;0.999;16;3677;1.998;654;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;20.25;0.999;16;1.998;28;792;0.999;16;709;0.999;16;475;5.0020000000000024;57;81;0.999;16;734;6.999000000000004;59;3386;0.999;16;3580;2.998;26;4371;5.0020000000000024;81;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;20.75;0.999;16;0.999;16;1459;0.999;16;1225;5.0020000000000024;57;831;0.999;16;734;6.999000000000004;59;2636;0.999;16;2830;2.998;26;3621;0.999;16;3960;5.0020000000000024;831;Grifos
59;13;15;0.010576923076923078;0.009166666666666667;6.999000000000004;0.1375;0;21.95;6.999000000000004;59;0.999;16;3877;5.0020000000000024;57;3483;0.999;16;3386;0.999;16;2636;0.999;16;135;2.998;26;926;0.999;16;1265;2.9949999999999997;38;8893;2.998;926;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.183333333333334;0.999;16;5.0020000000000024;57;3677;0.999;16;3580;0.999;16;2830;6.999000000000004;59;135;2.998;26;775;0.999;16;1114;2.9949999999999997;38;8742;2.997;28;9855;6.999000000000004;135;Grifos
26;11;11;0.014772727272727272;0.014772727272727272;2.998;0.1625;0;21.366666666666667;2.998;26;0.999;16;4371;0.999;16;3621;6.999000000000004;59;926;0.999;16;775;0.999;16;313;2.9949999999999997;38;7941;2.997;28;9054;0.999;16;9207;6.999000000000004;926;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.016666666666666;0.999;16;0.999;16;3960;6.999000000000004;59;1265;0.999;16;1114;2.998;26;313;2.9949999999999997;38;7612;2.997;28;8725;0.999;16;8878;0.999;16;8902;2.998;313;Grifos
38;27;10;0.004629629629629629;0.0125;2.9949999999999997;0.125;0;23.15;2.9949999999999997;38;6.999000000000004;59;8893;0.999;16;8742;2.998;26;7941;0.999;16;7612;2.997;28;1075;0.999;16;1228;0.999;16;1252;0.999;16;1270;2.997;1075;Grifos
28;12;12;0.012500000000000002;0.012500000000000002;2.997;0.15000000000000002;0;0.7;2.997;28;0.999;16;9855;2.998;26;9054;0.999;16;8725;2.9949999999999997;38;1075;0.999;16;125;0.999;16;149;0.999;16;167;6.994000000000001;62;229;6.994000000000001;229;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;0.25;0.999;16;2.998;26;9207;0.999;16;8878;2.9949999999999997;38;1228;2.997;28;125;0.999;16;8;0.999;16;26;6.994000000000001;62;88;0.999;16;317;6.994000000000001;88;Cisternas
16;5;4;0.0125;0.015625;0.999;0.0625;0;0.65;0.999;16;0.999;16;8902;2.9949999999999997;38;1252;2.997;28;149;0.999;16;8;0.999;16;2;6.994000000000001;62;64;0.999;16;293;2.9979999999999998;29;377;6.994000000000001;64;Grifos
16;4;5;0.015625;0.0125;0.999;0.0625;0;0.95;0.999;16;2.9949999999999997;38;1270;2.997;28;167;0.999;16;26;0.999;16;2;6.994000000000001;62;46;0.999;16;275;2.9979999999999998;29;359;2.0;29;645;6.994000000000001;46;Grifos
62;41;17;0.0039634146341463415;0.009558823529411765;6.994000000000001;0.1625;0;0.9833333333333333;6.994000000000001;62;2.997;28;229;0.999;16;88;0.999;16;64;0.999;16;46;0.999;16;167;2.9979999999999998;29;251;2.0;29;537;2.997;28;698;2.997;229;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;0.8;0.999;16;0.999;16;317;0.999;16;293;0.999;16;275;6.994000000000001;62;167;2.9979999999999998;29;68;2.0;29;354;2.997;28;515;3.0;30;27406;2.9979999999999998;68;Grifos
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;0.2;2.9979999999999998;29;0.999;16;377;0.999;16;359;6.994000000000001;62;251;0.999;16;68;2.0;29;257;2.997;28;418;3.0;30;27309;5.999000000000002;52;27609;6.994000000000001;251;Cisternas
29;8;8;0.009375000000000001;0.009375000000000001;2.0;0.07500000000000001;0;0.9666666666666667;2.0;29;0.999;16;645;6.994000000000001;62;537;0.999;16;354;2.9979999999999998;29;257;2.997;28;132;3.0;30;27023;5.999000000000002;52;27323;58.96600000000006;433;27432;2.997;132;Grifos
28;12;12;0.012500000000000002;0.012500000000000002;2.997;0.15000000000000002;0;0.65;2.997;28;6.994000000000001;62;698;0.999;16;515;2.9979999999999998;29;418;2.0;29;132;3.0;30;26863;5.999000000000002;52;27163;58.96600000000006;433;27272;4.996000000000002;52;27998;2.0;132;Cisternas
30;13;13;0.010576923076923078;0.010576923076923078;3.0;0.1375;0;7.833333333333333;3.0;30;0.999;16;27406;2.9979999999999998;29;27309;2.0;29;27023;2.997;28;26863;5.999000000000002;52;270;58.96600000000006;433;379;4.996000000000002;52;1105;0.999;16;1222;5.999000000000002;270;Cisternas
52;15;13;0.009166666666666667;0.010576923076923078;5.999000000000002;0.1375;0;8.833333333333334;5.999000000000002;52;2.9979999999999998;29;27609;2.0;29;27323;2.997;28;27163;3.0;30;270;58.96600000000006;433;57;4.996000000000002;52;783;0.999;16;900;1.9969999999999999;30;960;58.96600000000006;57;Cisternas
433;12;10;0.010416666666666666;0.0125;57.08467821330908;0.125;0;8.65;58.96600000000006;433;2.0;29;27432;2.997;28;27272;3.0;30;379;5.999000000000002;52;57;4.996000000000002;52;293;0.999;16;410;1.9969999999999999;30;470;1.9969999999999999;30;585;5.999000000000002;57;Duchas
108;15;10;0.001666666666666668;0.0025000000000000022;1.8813217866909746;0.025000000000000022;0.125;8.866666666666667;58.96600000000006;433;2.0;29;27432;2.997;28;27272;3.0;30;379;5.999000000000002;52;57;4.996000000000002;52;293;0.999;16;410;1.9969999999999999;30;470;1.9969999999999999;30;585;5.999000000000002;57;Duchas
52;37;15;0.0037162162162162164;0.009166666666666667;4.996000000000002;0.1375;0;8.75;4.996000000000002;52;2.997;28;27998;3.0;30;1105;5.999000000000002;52;783;58.96600000000006;433;293;0.999;16;65;1.9969999999999999;30;125;1.9969999999999999;30;240;6.9950000000000045;61;971;1.9969999999999999;125;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.7;0.999;16;3.0;30;1222;5.999000000000002;52;900;58.96600000000006;433;410;4.996000000000002;52;65;1.9969999999999999;30;44;1.9969999999999999;30;159;6.9950000000000045;61;890;7.006000000000003;46;1744;1.9969999999999999;44;Grifos
30;9;9;0.008333333333333335;0.008333333333333335;1.9969999999999999;0.07500000000000001;0;8.7;1.9969999999999999;30;5.999000000000002;52;960;58.96600000000006;433;470;4.996000000000002;52;125;0.999;16;44;1.9969999999999999;30;85;6.9950000000000045;61;816;7.006000000000003;46;1670;2.9970000000000003;34;1828;1.9969999999999999;85;Grifos
30;9;9;0.008333333333333335;0.008333333333333335;1.9969999999999999;0.07500000000000001;0;8.616666666666667;1.9969999999999999;30;58.96600000000006;433;585;4.996000000000002;52;240;0.999;16;159;1.9969999999999999;30;85;6.9950000000000045;61;701;7.006000000000003;46;1555;2.9970000000000003;34;1713;0.999;16;1819;1.9969999999999999;85;Grifos
61;16;15;0.00859375;0.009166666666666667;6.9950000000000045;0.1375;0;8.8;6.9950000000000045;61;4.996000000000002;52;971;0.999;16;890;1.9969999999999999;30;816;1.9969999999999999;30;701;7.006000000000003;46;793;2.9970000000000003;34;951;0.999;16;1057;0.999;16;3923;1.9969999999999999;701;Grifos
46;16;16;0.0125;0.0125;7.006000000000003;0.2;0;8.033333333333333;7.006000000000003;46;0.999;16;1744;1.9969999999999999;30;1670;1.9969999999999999;30;1555;6.9950000000000045;61;793;2.9970000000000003;34;112;0.999;16;218;0.999;16;3084;3.9959999999999996;48;3148;2.9970000000000003;112;Grifos
34;13;13;0.008653846153846154;0.008653846153846154;2.9970000000000003;0.1125;0;8.666666666666666;2.9970000000000003;34;1.9969999999999999;30;1828;1.9969999999999999;30;1713;6.9950000000000045;61;951;7.006000000000003;46;112;0.999;16;72;0.999;16;2938;3.9959999999999996;48;3002;0.999;16;3053;7.006000000000003;112;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.433333333333334;0.999;16;1.9969999999999999;30;1819;6.9950000000000045;61;1057;7.006000000000003;46;218;2.9970000000000003;34;72;0.999;16;2850;3.9959999999999996;48;2914;0.999;16;2965;0.999;16;3346;2.9970000000000003;72;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.2;0.999;16;6.9950000000000045;61;3923;7.006000000000003;46;3084;2.9970000000000003;34;2938;0.999;16;2850;3.9959999999999996;48;48;0.999;16;99;0.999;16;480;3.9960000000000004;34;661;3.9959999999999996;48;Fugas
48;16;32;0.00859375;0.004296875;3.9959999999999996;0.1375;0;9.266666666666667;3.9959999999999996;48;7.006000000000003;46;3148;2.9970000000000003;34;3002;0.999;16;2914;0.999;16;48;0.999;16;3;0.999;16;384;3.9960000000000004;34;565;3.9960000000000004;34;609;3.9960000000000004;565;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.116666666666667;0.999;16;2.9970000000000003;34;3053;0.999;16;2965;0.999;16;99;3.9959999999999996;48;3;0.999;16;365;3.9960000000000004;34;546;3.9960000000000004;34;590;1.9979999999999996;22;649;3.9959999999999996;3;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.466666666666667;0.999;16;0.999;16;3346;0.999;16;480;3.9959999999999996;48;384;0.999;16;365;3.9960000000000004;34;165;3.9960000000000004;34;209;1.9979999999999996;22;268;1.9979999999999996;22;339;3.9960000000000004;165;Grifos
34;14;14;0.011607142857142858;0.011607142857142858;3.9960000000000004;0.1625;0;9.483333333333333;3.9960000000000004;34;0.999;16;661;3.9959999999999996;48;565;0.999;16;546;0.999;16;165;3.9960000000000004;34;10;1.9979999999999996;22;69;1.9979999999999996;22;140;0.999;16;218;3.9960000000000004;10;Lavadora
34;14;14;0.011607142857142858;0.011607142857142858;3.9960000000000004;0.1625;0;9.216666666666667;3.9960000000000004;34;3.9959999999999996;48;609;0.999;16;590;0.999;16;209;3.9960000000000004;34;10;1.9979999999999996;22;25;1.9979999999999996;22;96;0.999;16;174;1.9959999999999998;21;304;3.9960000000000004;10;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;9.2;1.9979999999999996;22;0.999;16;649;0.999;16;268;3.9960000000000004;34;69;3.9960000000000004;34;25;1.9979999999999996;22;49;0.999;16;127;1.9959999999999998;21;257;14.985;100;1788;3.9960000000000004;25;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;9.383333333333333;1.9979999999999996;22;0.999;16;339;3.9960000000000004;34;140;3.9960000000000004;34;96;1.9979999999999996;22;49;0.999;16;56;1.9959999999999998;21;186;14.985;100;1717;12.986999999999998;89;2290;1.9979999999999996;49;Lavadora
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.683333333333334;0.999;16;3.9960000000000004;34;218;3.9960000000000004;34;174;1.9979999999999996;22;127;1.9979999999999996;22;56;1.9959999999999998;21;114;14.985;100;1645;12.986999999999998;89;2218;2.998;29;2391;1.9979999999999996;56;Lavadora
21;10;10;0.0125;0.0125;1.9959999999999998;0.125;0;9.85;1.9959999999999998;21;3.9960000000000004;34;304;1.9979999999999996;22;257;1.9979999999999996;22;186;0.999;16;114;14.985;100;1510;12.986999999999998;89;2083;2.998;29;2256;0.999;16;2381;1.9979999999999996;186;Lavadora
100;12;14;0.013541666666666667;0.011607142857142858;14.985;0.1625;0;10.366666666666667;14.985;100;1.9979999999999996;22;1788;1.9979999999999996;22;1717;0.999;16;1645;1.9959999999999998;21;1510;12.986999999999998;89;473;2.998;29;646;0.999;16;771;0.999;16;884;12.986999999999998;473;Lavadora
89;14;20;0.011607142857142858;0.008125;12.986999999999998;0.1625;0;10.916666666666666;12.986999999999998;89;1.9979999999999996;22;2290;0.999;16;2218;1.9959999999999998;21;2083;14.985;100;473;2.998;29;84;0.999;16;209;0.999;16;322;28.976000000000006;188;459;2.998;84;Lavadora
29;14;14;0.010714285714285716;0.010714285714285716;2.998;0.15000000000000002;0;10.8;2.998;29;0.999;16;2391;1.9959999999999998;21;2256;14.985;100;646;12.986999999999998;89;84;0.999;16;96;0.999;16;209;28.976000000000006;188;346;14.993999999999986;111;590;12.986999999999998;84;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;10.883333333333333;0.999;16;1.9959999999999998;21;2381;14.985;100;771;12.986999999999998;89;209;2.998;29;96;0.999;16;97;28.976000000000006;188;234;14.993999999999986;111;478;1.998;25;597;2.998;96;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;10.766666666666667;0.999;16;14.985;100;884;12.986999999999998;89;322;2.998;29;209;0.999;16;97;28.976000000000006;188;121;14.993999999999986;111;365;1.998;25;484;0.999;16;7026;28.976000000000006;121;Cisternas
188;33;41;0.004924242424242425;0.0039634146341463415;28.976000000000006;0.1625;0;10.05;28.976000000000006;188;12.986999999999998;89;459;2.998;29;346;0.999;16;234;0.999;16;121;14.993999999999986;111;56;1.998;25;175;0.999;16;6717;3.0;30;6966;14.993999999999986;56;Lavadora
111;15;14;0.010000000000000002;0.010714285714285716;14.993999999999986;0.15000000000000002;0;10.116666666666667;14.993999999999986;111;2.998;29;590;0.999;16;478;0.999;16;365;28.976000000000006;188;56;1.998;25;8;0.999;16;6550;3.0;30;6799;0.999;16;7260;1.998;8;Lavadora
25;9;9;0.011111111111111112;0.011111111111111112;1.998;0.1;0;10.1;1.998;25;0.999;16;597;0.999;16;484;28.976000000000006;188;175;14.993999999999986;111;8;0.999;16;6517;3.0;30;6766;0.999;16;7227;0.999;16;7521;14.993999999999986;8;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.133333333333333;0.999;16;0.999;16;7026;28.976000000000006;188;6717;14.993999999999986;111;6550;1.998;25;6517;3.0;30;233;0.999;16;694;0.999;16;988;0.999;16;1012;3.0;233;Fugas
30;13;13;0.010576923076923078;0.010576923076923078;3.0;0.1375;0;12.283333333333333;3.0;30;28.976000000000006;188;6966;14.993999999999986;111;6799;1.998;25;6766;0.999;16;233;0.999;16;431;0.999;16;725;0.999;16;749;2.0;29;768;2.0;768;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.266666666666667;0.999;16;0.999;16;1012;3.0;30;749;0.999;16;302;0.999;16;8;2.0;29;3;0.999;16;225;0.999;16;794;0.999;16;1537;2.0;3;Grifos
29;8;8;0.009375000000000001;0.009375000000000001;2.0;0.07500000000000001;0;12.583333333333334;2.0;29;3.0;30;768;0.999;16;321;0.999;16;27;0.999;16;3;0.999;16;193;0.999;16;762;0.999;16;1505;0.999;16;2029;3.0;768;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.283333333333333;0.999;16;0.999;16;543;0.999;16;249;0.999;16;225;2.0;29;193;0.999;16;553;0.999;16;1296;0.999;16;1820;0.999;16;2132;2.0;193;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.766666666666667;0.999;16;0.999;16;818;0.999;16;794;2.0;29;762;0.999;16;553;0.999;16;727;0.999;16;1251;0.999;16;1563;0.999;16;2456;2.0;762;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.15;0.999;16;0.999;16;1537;2.0;29;1505;0.999;16;1296;0.999;16;727;0.999;16;508;0.999;16;820;0.999;16;1713;3.9989999999999997;31;2609;2.0;1505;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.883333333333333;0.999;16;2.0;29;2029;0.999;16;1820;0.999;16;1251;0.999;16;508;0.999;16;296;0.999;16;1189;3.9989999999999997;31;2085;0.999;16;2180;2.0;2029;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.083333333333334;0.999;16;0.999;16;2132;0.999;16;1563;0.999;16;820;0.999;16;296;0.999;16;877;3.9989999999999997;31;1773;0.999;16;1868;0.999;16;3591;3.9989999999999997;1773;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.966666666666667;0.999;16;0.999;16;2456;0.999;16;1713;0.999;16;1189;0.999;16;877;3.9989999999999997;31;880;0.999;16;975;0.999;16;2698;3.9960000000000004;34;4520;3.9989999999999997;880;Fugas
31;13;14;0.014423076923076924;0.013392857142857142;3.9989999999999997;0.1875;0;14.9;3.9989999999999997;31;0.999;16;2609;0.999;16;2085;0.999;16;1773;0.999;16;880;0.999;16;64;0.999;16;1787;3.9960000000000004;34;3609;0.999;16;3782;0;3600;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;14.483333333333333;0.999;16;0.999;16;2180;0.999;16;1868;0.999;16;975;3.9989999999999997;31;64;0.999;16;1707;3.9960000000000004;34;3529;0.999;16;3702;0.999;16;4175;3.9989999999999997;64;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;14.2;0.999;16;0.999;16;3591;0.999;16;2698;3.9989999999999997;31;1787;0.999;16;1707;3.9960000000000004;34;1806;0.999;16;1979;0.999;16;2452;0.999;16;2739;3.9989999999999997;1787;Fugas
34;14;14;0.011607142857142858;0.011607142857142858;3.9960000000000004;0.1625;0;15.566666666666666;3.9960000000000004;34;0.999;16;4520;3.9989999999999997;31;3609;0.999;16;3529;0.999;16;1806;0.999;16;139;0.999;16;612;0.999;16;899;6.999000000000004;59;1105;6.999000000000004;1105;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.45;0.999;16;3.9989999999999997;31;3782;0.999;16;3702;0.999;16;1979;3.9960000000000004;34;139;0.999;16;457;0.999;16;744;6.999000000000004;59;950;0.999;16;1509;3.9960000000000004;139;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.333333333333334;0.999;16;0.999;16;4175;0.999;16;2452;3.9960000000000004;34;612;0.999;16;457;0.999;16;271;6.999000000000004;59;477;0.999;16;1036;2.998;29;4695;6.999000000000004;477;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.116666666666667;0.999;16;0.999;16;2739;3.9960000000000004;34;899;0.999;16;744;0.999;16;271;6.999000000000004;59;190;0.999;16;749;2.998;29;4408;3.9980000000000007;36;4703;6.999000000000004;190;Grifos
59;13;15;0.010576923076923078;0.009166666666666667;6.999000000000004;0.1375;0;15.55;6.999000000000004;59;3.9960000000000004;34;1105;0.999;16;950;0.999;16;477;0.999;16;190;0.999;16;500;2.998;29;4159;3.9980000000000007;36;4454;0.999;16;4588;3.9960000000000004;1105;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.866666666666667;0.999;16;0.999;16;1509;0.999;16;1036;0.999;16;749;6.999000000000004;59;500;2.998;29;3643;3.9980000000000007;36;3938;0.999;16;4072;0.999;16;4090;6.999000000000004;500;Grifos
29;14;14;0.010714285714285716;0.010714285714285716;2.998;0.15000000000000002;0;16.85;2.998;29;0.999;16;4695;0.999;16;4408;6.999000000000004;59;4159;0.999;16;3643;3.9980000000000007;36;266;0.999;16;400;0.999;16;418;3.998;33;612;3.9980000000000007;266;Grifos
36;14;14;0.010714285714285716;0.010714285714285716;3.9980000000000007;0.15000000000000002;0;16.766666666666666;3.9980000000000007;36;0.999;16;4703;6.999000000000004;59;4454;0.999;16;3938;2.998;29;266;0.999;16;98;0.999;16;116;3.998;33;310;4.993;45;410;2.998;266;Cisternas
16;5;4;0.0125;0.015625;0.999;0.0625;0;16.0;0.999;16;6.999000000000004;59;4588;0.999;16;4072;2.998;29;400;3.9980000000000007;36;98;0.999;16;2;3.998;33;196;4.993;45;296;3.9960000000000004;34;350;3.9980000000000007;98;Grifos
16;4;5;0.015625;0.0125;0.999;0.0625;0;16.3;0.999;16;0.999;16;4090;2.998;29;418;3.9980000000000007;36;116;0.999;16;2;3.998;33;178;4.993;45;278;3.9960000000000004;34;332;1.9979999999999996;22;392;3.9980000000000007;116;Grifos
33;14;14;0.0125;0.0125;3.998;0.17500000000000002;0;16.533333333333335;3.998;33;2.998;29;612;3.9980000000000007;36;310;0.999;16;196;0.999;16;178;4.993;45;67;3.9960000000000004;34;121;1.9979999999999996;22;181;1.9979999999999998;33;235;4.993;67;Grifos
