Duracion;DuracionAscendente;DuracionDescendente;GradienteAscendente;GradienteDescendente;Volumen;Qmax_GEOM;CaudalBaseEscalon;HoraEpisodio;VolumenEpisodio;DuracionEpisodio;Volumen -4;Duracion -4;Distancia de -4;Volumen -3;Duracion -3;Distancia de -3;Volumen -2;Duracion -2;Distancia de -2;Volumen -1;Duracion -1;Distancia de -1;Volumen 1;Duracion 1;Distancia de 1;Volumen 2;Duracion 2;Distancia de 2;Volumen 3;Duracion 3;Distancia de 3;Volumen 4;Duracion 4;Distancia de 4;VolumenCercanoMas1.1;DistanciaCercanoMas1.1;Etiqueta
37;13;13;0.010576923076923078;0.010576923076923078;4.000000000000001;0.1375;0;16.883333333333333;4.000000000000001;37;0.999;16;2329;0.999;16;2277;0.999;16;2210;0.999;16;2185;2.9979999999999998;29;966;0.999;16;1099;0.999;16;1128;2.9979999999999998;29;1492;2.9979999999999998;966;Cisternas
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;16.6;2.9979999999999998;29;0.999;16;3280;0.999;16;3213;0.999;16;3188;4.000000000000001;37;966;0.999;16;104;0.999;16;133;2.9979999999999998;29;497;0.999;16;567;2.9979999999999998;497;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;16.816666666666666;0.999;16;0.999;16;3346;0.999;16;3321;4.000000000000001;37;1099;2.9979999999999998;29;104;0.999;16;13;2.9979999999999998;29;377;0.999;16;447;10.993999999999998;90;4175;2.9979999999999998;104;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;16.3;0.999;16;0.999;16;3350;4.000000000000001;37;1128;2.9979999999999998;29;133;0.999;16;13;2.9979999999999998;29;348;0.999;16;418;10.993999999999998;90;4146;0.999;16;4246;2.9979999999999998;133;Cisternas
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;16.366666666666667;2.9979999999999998;29;4.000000000000001;37;1492;2.9979999999999998;29;497;0.999;16;377;0.999;16;348;0.999;16;41;10.993999999999998;90;3769;0.999;16;3869;2.9979999999999998;29;3887;2.9979999999999998;497;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;16.533333333333335;0.999;16;2.9979999999999998;29;567;0.999;16;447;0.999;16;418;2.9979999999999998;29;41;10.993999999999998;90;3712;0.999;16;3812;2.9979999999999998;29;3830;2.9979999999999998;29;10366;2.9979999999999998;41;Cisternas
90;12;25;0.011458333333333334;0.0055000000000000005;10.688257242178445;0.1375;0;17.666666666666668;10.993999999999998;90;0.999;16;4175;0.999;16;4146;2.9979999999999998;29;3769;0.999;16;3712;0.999;16;10;2.9979999999999998;29;28;2.9979999999999998;29;6564;2.998;29;12024;2.9979999999999998;28;Grifos
24;0;1;-9999.0;0.012500000000000011;0.30574275782155275;0.012500000000000011;0.1375;17.9;10.993999999999998;90;0.999;16;4175;0.999;16;4146;2.9979999999999998;29;3769;0.999;16;3712;0.999;16;10;2.9979999999999998;29;28;2.9979999999999998;29;6564;2.998;29;12024;2.9979999999999998;28;Grifos
16;5;4;0.0125;0.015625;0.999;0.0625;0;17.333333333333332;0.999;16;0.999;16;4246;2.9979999999999998;29;3869;0.999;16;3812;10.993999999999998;90;10;2.9979999999999998;29;2;2.9979999999999998;29;6538;2.998;29;11998;4.994000000000003;52;12328;2.9979999999999998;2;Grifos
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;17.633333333333333;2.9979999999999998;29;2.9979999999999998;29;3887;0.999;16;3830;10.993999999999998;90;28;0.999;16;2;2.9979999999999998;29;6507;2.998;29;11967;4.994000000000003;52;12297;15.98299999999997;130;12729;10.993999999999998;28;Cisternas
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;19.566666666666666;2.9979999999999998;29;0.999;16;10366;10.993999999999998;90;6564;0.999;16;6538;2.9979999999999998;29;6507;2.998;29;5431;4.994000000000003;52;5761;15.98299999999997;130;6193;4.000000000000001;37;6834;0;3600;Cisternas
29;14;14;0.010714285714285716;0.010714285714285716;2.998;0.15000000000000002;0;20.566666666666666;2.998;29;10.993999999999998;90;12024;0.999;16;11998;2.9979999999999998;29;11967;2.9979999999999998;29;5431;4.994000000000003;52;301;15.98299999999997;130;733;4.000000000000001;37;1374;0.999;16;1481;4.994000000000003;301;Grifos
52;29;20;0.005172413793103449;0.0075000000000000015;4.994000000000003;0.15000000000000002;0;20.066666666666666;4.994000000000003;52;0.999;16;12328;2.9979999999999998;29;12297;2.9979999999999998;29;5761;2.998;29;301;15.98299999999997;130;380;4.000000000000001;37;1021;0.999;16;1128;0.999;16;1593;2.998;301;Grifos
130;15;16;0.009166666666666667;0.00859375;15.98299999999997;0.1375;0;21.266666666666666;15.98299999999997;130;2.9979999999999998;29;12729;2.9979999999999998;29;6193;2.998;29;733;4.994000000000003;52;380;4.000000000000001;37;511;0.999;16;618;0.999;16;1083;4.001999999999999;55;1106;4.994000000000003;380;Duchas
37;13;13;0.010576923076923078;0.010576923076923078;4.000000000000001;0.1375;0;21.95;4.000000000000001;37;2.9979999999999998;29;6834;2.998;29;1374;4.994000000000003;52;1021;15.98299999999997;130;511;0.999;16;70;0.999;16;535;4.001999999999999;55;558;0.999;16;635;15.98299999999997;511;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.733333333333334;0.999;16;2.998;29;1481;4.994000000000003;52;1128;15.98299999999997;130;618;4.000000000000001;37;70;0.999;16;449;4.001999999999999;55;472;0.999;16;549;1.998;28;610;4.000000000000001;70;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.483333333333334;0.999;16;4.994000000000003;52;1593;15.98299999999997;130;1083;4.000000000000001;37;535;0.999;16;449;4.001999999999999;55;7;0.999;16;84;1.998;28;145;0.999;16;228;4.001999999999999;7;Cisternas
55;27;24;0.003703703703703704;0.004166666666666667;4.001999999999999;0.1;0;21.866666666666667;4.001999999999999;55;15.98299999999997;130;1106;4.000000000000001;37;558;0.999;16;472;0.999;16;7;0.999;16;22;1.998;28;83;0.999;16;166;0.999;16;244;1.998;83;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.15;0.999;16;4.000000000000001;37;635;0.999;16;549;0.999;16;84;4.001999999999999;55;22;1.998;28;45;0.999;16;128;0.999;16;206;0.999;16;248;4.001999999999999;22;Grifos
28;11;11;0.007954545454545455;0.007954545454545455;1.998;0.08750000000000001;0;21.166666666666668;1.998;28;0.999;16;610;0.999;16;145;4.001999999999999;55;83;0.999;16;45;0.999;16;55;0.999;16;133;0.999;16;175;0.999;16;1706;4.001999999999999;83;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.55;0.999;16;0.999;16;228;4.001999999999999;55;166;0.999;16;128;1.998;28;55;0.999;16;62;0.999;16;104;0.999;16;1635;3.0;30;1704;1.998;55;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.85;0.999;16;4.001999999999999;55;244;0.999;16;206;1.998;28;133;0.999;16;62;0.999;16;26;0.999;16;1557;3.0;30;1626;0.999;16;3384;1.998;133;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.55;0.999;16;0.999;16;248;1.998;28;175;0.999;16;104;0.999;16;26;0.999;16;1515;3.0;30;1584;0.999;16;3342;4.000000000000001;37;4442;1.998;175;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;21.066666666666666;0.999;16;1.998;28;1706;0.999;16;1635;0.999;16;1557;0.999;16;1515;3.0;30;53;0.999;16;1811;4.000000000000001;37;2911;0.999;16;2961;3.0;53;Grifos
30;13;13;0.010576923076923078;0.010576923076923078;3.0;0.1375;0;21.216666666666665;3.0;30;0.999;16;1704;0.999;16;1626;0.999;16;1584;0.999;16;53;0.999;16;1728;4.000000000000001;37;2828;0.999;16;2878;0.999;16;4024;1.998;1775;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;22.516666666666666;0.999;16;0.999;16;3384;0.999;16;3342;0.999;16;1811;3.0;30;1728;4.000000000000001;37;1084;0.999;16;1134;0.999;16;2280;0.999;16;3810;4.000000000000001;1084;Fugas
37;13;13;0.010576923076923078;0.010576923076923078;4.000000000000001;0.1375;0;22.85;4.000000000000001;37;0.999;16;4442;0.999;16;2911;3.0;30;2828;0.999;16;1084;0.999;16;13;0.999;16;1159;0.999;16;2689;0.999;16;2787;3.0;2828;Cisternas
30;13;13;0.010576923076923078;0.010576923076923078;3.0;0.1375;0;0.45;3.0;30;0.999;16;4650;0.999;16;3504;0.999;16;1974;0.999;16;1876;0.999;16;806;2.997;28;2431;2.9970000000000003;31;29143;6.998000000000004;60;30238;2.997;2431;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;0.38333333333333336;0.999;16;0.999;16;4340;0.999;16;2810;0.999;16;2712;3.0;30;806;2.997;28;1609;2.9970000000000003;31;28321;6.998000000000004;60;29416;2.9979999999999998;29;29486;3.0;806;Fugas
28;12;12;0.012500000000000002;0.012500000000000002;2.997;0.15000000000000002;0;0.4666666666666667;2.997;28;0.999;16;4435;0.999;16;4337;3.0;30;2431;0.999;16;1609;2.9970000000000003;31;26684;6.998000000000004;60;27779;2.9979999999999998;29;27849;0.999;16;28011;3.0;2431;Cisternas
31;16;15;0.00859375;0.009166666666666667;2.9970000000000003;0.1375;0;8.666666666666666;2.9970000000000003;31;0.999;16;31049;3.0;30;29143;0.999;16;28321;2.997;28;26684;6.998000000000004;60;1064;2.9979999999999998;29;1134;0.999;16;1296;2.9969999999999994;46;1378;6.998000000000004;1064;Grifos
60;15;15;0.009166666666666667;0.009166666666666667;6.998000000000004;0.1375;0;8.916666666666666;6.998000000000004;60;3.0;30;30238;0.999;16;29416;2.997;28;27779;2.9970000000000003;31;1064;2.9979999999999998;29;10;0.999;16;172;2.9969999999999994;46;254;2.9979999999999998;43;394;2.9979999999999998;10;Grifos
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;8.083333333333334;2.9979999999999998;29;0.999;16;29486;2.997;28;27849;2.9970000000000003;31;1134;6.998000000000004;60;10;0.999;16;133;2.9969999999999994;46;215;2.9979999999999998;43;355;0.999;16;467;6.998000000000004;10;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.783333333333333;0.999;16;2.997;28;28011;2.9970000000000003;31;1296;6.998000000000004;60;172;2.9979999999999998;29;133;2.9969999999999994;46;66;2.9979999999999998;43;206;0.999;16;318;0.999;16;336;2.9969999999999994;66;Cisternas
46;5;5;0.0125;0.0125;2.9969999999999994;0.0625;0;8.15;2.9969999999999994;46;2.9970000000000003;31;1378;6.998000000000004;60;254;2.9979999999999998;29;215;0.999;16;66;2.9979999999999998;43;94;0.999;16;206;0.999;16;224;0.999;16;298;2.9979999999999998;94;Grifos
43;8;9;0.009375000000000001;0.008333333333333335;2.9979999999999998;0.07500000000000001;0;8.483333333333333;2.9979999999999998;43;6.998000000000004;60;394;2.9979999999999998;29;355;0.999;16;206;2.9969999999999994;46;94;0.999;16;69;0.999;16;87;0.999;16;161;0.999;16;298;2.9969999999999994;94;Grifos
16;5;4;0.0125;0.015625;0.999;0.0625;0;8.35;0.999;16;2.9979999999999998;29;467;0.999;16;318;2.9969999999999994;46;206;2.9979999999999998;43;69;0.999;16;2;0.999;16;76;0.999;16;213;0.999;16;233;2.9979999999999998;69;Grifos
16;4;5;0.015625;0.0125;0.999;0.0625;0;8.65;0.999;16;0.999;16;336;2.9969999999999994;46;224;2.9979999999999998;43;87;0.999;16;2;0.999;16;58;0.999;16;195;0.999;16;215;0.999;16;234;2.9979999999999998;87;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.883333333333333;0.999;16;2.9969999999999994;46;298;2.9979999999999998;43;161;0.999;16;76;0.999;16;58;0.999;16;121;0.999;16;141;0.999;16;160;2.9979999999999998;29;436;2.9979999999999998;161;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.166666666666666;0.999;16;2.9979999999999998;43;298;0.999;16;213;0.999;16;195;0.999;16;121;0.999;16;4;0.999;16;23;2.9979999999999998;29;299;0.999;16;424;2.9979999999999998;298;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.5;0.999;16;0.999;16;233;0.999;16;215;0.999;16;141;0.999;16;4;0.999;16;3;2.9979999999999998;29;279;0.999;16;404;1.9969999999999999;30;426;2.9979999999999998;279;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.816666666666666;0.999;16;0.999;16;234;0.999;16;160;0.999;16;23;0.999;16;3;2.9979999999999998;29;260;0.999;16;385;1.9969999999999999;30;407;6.994000000000003;58;555;2.9979999999999998;260;Grifos
29;14;14;0.010714285714285716;0.010714285714285716;2.9979999999999998;0.15000000000000002;0;8.416666666666666;2.9979999999999998;29;0.999;16;436;0.999;16;299;0.999;16;279;0.999;16;260;0.999;16;96;1.9969999999999999;30;118;6.994000000000003;58;266;0.999;16;353;1.9969999999999999;118;Cisternas
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.5;0.999;16;0.999;16;424;0.999;16;404;0.999;16;385;2.9979999999999998;29;96;1.9969999999999999;30;6;6.994000000000003;58;154;0.999;16;241;0.999;16;261;1.9969999999999999;6;Cisternas
30;9;9;0.008333333333333335;0.008333333333333335;1.9969999999999999;0.07500000000000001;0;8.866666666666667;1.9969999999999999;30;0.999;16;426;0.999;16;407;2.9979999999999998;29;118;0.999;16;6;6.994000000000003;58;118;0.999;16;205;0.999;16;225;0.999;16;282;2.9979999999999998;118;Grifos
58;22;29;0.007386363636363636;0.005603448275862069;6.994000000000003;0.1625;0;8.333333333333334;6.994000000000003;58;0.999;16;555;2.9979999999999998;29;266;0.999;16;154;1.9969999999999999;30;118;0.999;16;29;0.999;16;49;0.999;16;106;0.999;16;124;1.9969999999999999;118;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.783333333333333;0.999;16;2.9979999999999998;29;353;0.999;16;241;1.9969999999999999;30;205;6.994000000000003;58;29;0.999;16;4;0.999;16;61;0.999;16;79;71.96100000000013;444;100;6.994000000000003;29;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;8.116666666666667;0.999;16;0.999;16;261;1.9969999999999999;30;225;6.994000000000003;58;49;0.999;16;4;0.999;16;41;0.999;16;59;71.96100000000013;444;80;0.999;16;767;6.994000000000003;49;Grifos
16;5;4;0.0125;0.015625;0.999;0.0625;0;8.066666666666666;0.999;16;1.9969999999999999;30;282;6.994000000000003;58;106;0.999;16;61;0.999;16;41;0.999;16;2;71.96100000000013;444;23;0.999;16;710;0.999;16;798;71.96100000000013;23;Grifos
16;4;5;0.015625;0.0125;0.999;0.0625;0;8.366666666666667;0.999;16;6.994000000000003;58;124;0.999;16;79;0.999;16;59;0.999;16;2;71.96100000000013;444;5;0.999;16;692;0.999;16;780;0.999;16;834;71.96100000000013;5;Grifos
444;14;13;0.010714285714285716;0.01153846153846154;71.96100000000013;0.15000000000000002;0;8.716666666666667;71.96100000000013;444;0.999;16;100;0.999;16;80;0.999;16;23;0.999;16;5;0.999;16;243;0.999;16;331;0.999;16;385;1.9979999999999998;33;461;6.994000000000003;145;Duchas
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.166666666666666;0.999;16;0.999;16;767;0.999;16;710;0.999;16;692;71.96100000000013;444;243;0.999;16;72;0.999;16;126;1.9979999999999998;33;202;0.999;16;496;1.9979999999999998;202;Duchas
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.633333333333333;0.999;16;0.999;16;798;0.999;16;780;71.96100000000013;444;331;0.999;16;72;0.999;16;38;1.9979999999999998;33;114;0.999;16;408;3.0000000000000004;35;1448;1.9979999999999998;114;Duchas
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.533333333333333;0.999;16;0.999;16;834;71.96100000000013;444;385;0.999;16;126;0.999;16;38;1.9979999999999998;33;60;0.999;16;354;3.0000000000000004;35;1394;4.997;44;1815;1.9979999999999998;60;Duchas
33;5;5;0.0125;0.0125;1.9979999999999998;0.0625;0;9.8;1.9979999999999998;33;71.96100000000013;444;461;0.999;16;202;0.999;16;114;0.999;16;60;0.999;16;261;3.0000000000000004;35;1301;4.997;44;1722;2.997;27;1777;71.96100000000013;461;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.7;0.999;16;0.999;16;496;0.999;16;408;0.999;16;354;1.9979999999999998;33;261;3.0000000000000004;35;1024;4.997;44;1445;2.997;27;1500;1.9979999999999996;22;1560;1.9979999999999998;261;Grifos
35;20;14;0.005625;0.008035714285714287;3.0000000000000004;0.1125;0;9.033333333333333;3.0000000000000004;35;0.999;16;1448;0.999;16;1394;1.9979999999999998;33;1301;0.999;16;1024;4.997;44;386;2.997;27;441;1.9979999999999996;22;501;1.9979999999999996;22;571;4.997;386;Grifos
44;24;13;0.007291666666666668;0.013461538461538462;4.997;0.17500000000000002;0;9.05;4.997;44;0.999;16;1815;1.9979999999999998;33;1722;0.999;16;1445;3.0000000000000004;35;386;2.997;27;11;1.9979999999999996;22;71;1.9979999999999996;22;141;1.9959999999999998;21;216;2.997;11;Lavadora
27;13;13;0.0125;0.0125;2.997;0.1625;0;9.966666666666667;2.997;27;1.9979999999999998;33;1777;0.999;16;1500;3.0000000000000004;35;441;4.997;44;11;1.9979999999999996;22;33;1.9979999999999996;22;103;1.9959999999999998;21;178;0.999;16;268;4.997;11;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;9.966666666666667;1.9979999999999996;22;0.999;16;1560;3.0000000000000004;35;501;4.997;44;71;2.997;27;33;1.9979999999999996;22;48;1.9959999999999998;21;123;0.999;16;213;1.9979999999999996;22;333;2.997;33;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;9.133333333333333;1.9979999999999996;22;3.0000000000000004;35;571;4.997;44;141;2.997;27;103;1.9979999999999996;22;48;1.9959999999999998;21;53;0.999;16;143;1.9979999999999996;22;263;6.000000000000003;51;795;1.9979999999999996;48;Lavadora
21;10;10;0.0125;0.0125;1.9959999999999998;0.125;0;9.383333333333333;1.9959999999999998;21;4.997;44;216;2.997;27;178;1.9979999999999996;22;123;1.9979999999999996;22;53;0.999;16;69;1.9979999999999996;22;189;6.000000000000003;51;721;14.987000000000002;99;1887;1.9979999999999996;53;Lavadora
16;5;5;0.0125;0.0125;0.999;0.0625;0;9.883333333333333;0.999;16;2.997;27;268;1.9979999999999996;22;213;1.9979999999999996;22;143;1.9959999999999998;21;69;1.9979999999999996;22;104;6.000000000000003;51;636;14.987000000000002;99;1802;13.988999999999999;93;2393;1.9959999999999998;69;Lavadora
22;8;8;0.0140625;0.0140625;1.9979999999999996;0.1125;0;9.883333333333333;1.9979999999999996;22;1.9979999999999996;22;333;1.9979999999999996;22;263;1.9959999999999998;21;189;0.999;16;104;6.000000000000003;51;510;14.987000000000002;99;1676;13.988999999999999;93;2267;0.999;16;2531;1.9959999999999998;189;Lavadora
51;22;22;0.00681818181818182;0.00681818181818182;6.000000000000003;0.15000000000000002;0;9.75;6.000000000000003;51;1.9979999999999996;22;795;1.9959999999999998;21;721;0.999;16;636;1.9979999999999996;22;510;14.987000000000002;99;1115;13.988999999999999;93;1706;0.999;16;1970;3.0;30;2254;1.9979999999999996;510;Cisternas
99;12;14;0.013541666666666667;0.011607142857142858;14.987000000000002;0.1625;0;10.183333333333334;14.987000000000002;99;1.9959999999999998;21;1887;0.999;16;1802;1.9979999999999996;22;1676;6.000000000000003;51;1115;13.988999999999999;93;492;0.999;16;756;3.0;30;1040;1.998;28;1144;13.988999999999999;492;Lavadora
93;13;14;0.0125;0.011607142857142858;13.988999999999999;0.1625;0;10.033333333333333;13.988999999999999;93;0.999;16;2393;1.9979999999999996;22;2267;6.000000000000003;51;1706;14.987000000000002;99;492;0.999;16;171;3.0;30;455;1.998;28;559;17.984;116;600;3.0;455;Lavadora
16;5;5;0.0125;0.0125;0.999;0.0625;0;10.433333333333334;0.999;16;1.9979999999999996;22;2531;6.000000000000003;51;1970;14.987000000000002;99;756;13.988999999999999;93;171;3.0;30;268;1.998;28;372;17.984;116;413;0.999;16;7433;13.988999999999999;171;Lavadora
30;13;13;0.010576923076923078;0.010576923076923078;3.0;0.1375;0;10.166666666666666;3.0;30;6.000000000000003;51;2254;14.987000000000002;99;1040;13.988999999999999;93;455;0.999;16;268;1.998;28;74;17.984;116;115;0.999;16;7135;0.999;16;7188;1.998;74;Cisternas
28;11;11;0.007954545454545455;0.007954545454545455;1.998;0.08750000000000001;0;10.9;1.998;28;14.987000000000002;99;1144;13.988999999999999;93;559;0.999;16;372;3.0;30;74;17.984;116;13;0.999;16;7033;0.999;16;7086;0.999;16;7604;17.984;13;Grifos
116;12;14;0.013541666666666667;0.011607142857142858;17.727635067712047;0.1625;0;10.583333333333334;17.984;116;13.988999999999999;93;600;0.999;16;413;3.0;30;115;1.998;28;13;0.999;16;6904;0.999;16;6957;0.999;16;7475;0.999;16;8163;1.998;13;Lavadora
20;0;1;-9999.0;0.012500000000000011;0.256364932287955;0.012500000000000011;0.1625;10.283333333333333;17.984;116;13.988999999999999;93;600;0.999;16;413;3.0;30;115;1.998;28;13;0.999;16;6904;0.999;16;6957;0.999;16;7475;0.999;16;8163;1.998;13;Lavadora
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.583333333333334;0.999;16;0.999;16;7433;3.0;30;7135;1.998;28;7033;17.984;116;6904;0.999;16;37;0.999;16;555;0.999;16;1243;4.000000000000001;37;1889;4.000000000000001;1889;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.466666666666667;0.999;16;3.0;30;7188;1.998;28;7086;17.984;116;6957;0.999;16;37;0.999;16;502;0.999;16;1190;4.000000000000001;37;1836;1.9959999999999998;21;3817;4.000000000000001;1836;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.1;0.999;16;1.998;28;7604;17.984;116;7475;0.999;16;555;0.999;16;502;0.999;16;672;4.000000000000001;37;1318;1.9959999999999998;21;3299;0.999;16;3526;4.000000000000001;1318;Fugas
16;5;5;0.0125;0.0125;0.999;0.0625;0;12.566666666666666;0.999;16;17.984;116;8163;0.999;16;1243;0.999;16;1190;0.999;16;672;4.000000000000001;37;630;1.9959999999999998;21;2611;0.999;16;2838;0.999;16;2895;4.000000000000001;630;Fugas
37;13;13;0.010576923076923078;0.010576923076923078;4.000000000000001;0.1375;0;13.333333333333334;4.000000000000001;37;0.999;16;1889;0.999;16;1836;0.999;16;1318;0.999;16;630;1.9959999999999998;21;1944;0.999;16;2171;0.999;16;2228;0.999;16;2247;1.9959999999999998;1944;Cisternas
21;10;10;0.0125;0.0125;1.9959999999999998;0.125;0;13.35;1.9959999999999998;21;0.999;16;3817;0.999;16;3299;0.999;16;2611;4.000000000000001;37;1944;0.999;16;206;0.999;16;263;0.999;16;282;0.999;16;317;3.0;361;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.133333333333333;0.999;16;0.999;16;3526;0.999;16;2838;4.000000000000001;37;2171;1.9959999999999998;21;206;0.999;16;41;0.999;16;60;0.999;16;95;3.0;30;139;3.0;139;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.083333333333334;0.999;16;0.999;16;2895;4.000000000000001;37;2228;1.9959999999999998;21;263;0.999;16;41;0.999;16;3;0.999;16;38;3.0;30;82;1.9979999999999998;33;141;3.0;82;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.4;0.999;16;4.000000000000001;37;2247;1.9959999999999998;21;282;0.999;16;60;0.999;16;3;0.999;16;19;3.0;30;63;1.9979999999999998;33;122;0.999;16;249;3.0;63;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;13.983333333333333;0.999;16;1.9959999999999998;21;317;0.999;16;95;0.999;16;38;0.999;16;19;3.0;30;28;1.9979999999999998;33;87;0.999;16;214;0.999;16;720;3.0;28;Grifos
30;13;13;0.010576923076923078;0.010576923076923078;3.0;0.1375;0;13.716666666666667;3.0;30;0.999;16;139;0.999;16;82;0.999;16;63;0.999;16;28;1.9979999999999998;33;29;0.999;16;156;0.999;16;662;0.999;16;750;1.9979999999999998;29;Cisternas
33;5;5;0.0125;0.0125;1.9979999999999998;0.0625;0;13.7;1.9979999999999998;33;0.999;16;141;0.999;16;122;0.999;16;87;3.0;30;29;0.999;16;94;0.999;16;600;0.999;16;688;0.999;16;2110;3.0;29;Grifos
49;13;15;0.01153846153846154;0.010000000000000002;5.996000000000002;0.15000000000000002;0;14.983333333333333;5.996000000000002;49;0.999;16;1560;0.999;16;138;0.999;16;110;0.999;16;35;3.9960000000000004;33;1703;0.999;16;2706;0.999;16;2725;2.0;29;3230;3.9960000000000004;1703;Cisternas
33;14;17;0.0125;0.010294117647058825;3.9960000000000004;0.17500000000000002;0;14.183333333333334;3.9960000000000004;33;0.999;16;1890;0.999;16;1862;0.999;16;1787;5.996000000000002;49;1703;0.999;16;970;0.999;16;989;2.0;29;1494;0.999;16;1630;2.0;1494;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.9;0.999;16;0.999;16;2865;0.999;16;2790;5.996000000000002;49;2706;3.9960000000000004;33;970;0.999;16;3;2.0;29;508;0.999;16;644;0.999;16;774;2.0;508;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.216666666666667;0.999;16;0.999;16;2809;5.996000000000002;49;2725;3.9960000000000004;33;989;0.999;16;3;2.0;29;489;0.999;16;625;0.999;16;755;11.001000000000001;67;1743;2.0;489;Grifos
29;8;8;0.009375000000000001;0.009375000000000001;2.0;0.07500000000000001;0;15.633333333333333;2.0;29;5.996000000000002;49;3230;3.9960000000000004;33;1494;0.999;16;508;0.999;16;489;0.999;16;107;0.999;16;237;11.001000000000001;67;1225;0.999;16;1363;11.001000000000001;1225;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.9;0.999;16;3.9960000000000004;33;1630;0.999;16;644;0.999;16;625;2.0;29;107;0.999;16;114;11.001000000000001;67;1102;0.999;16;1240;6.996000000000004;60;1669;2.0;107;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.066666666666666;0.999;16;0.999;16;774;0.999;16;755;2.0;29;237;0.999;16;114;11.001000000000001;67;972;0.999;16;1110;6.996000000000004;60;1539;0.999;16;1636;2.0;237;Grifos
67;21;41;0.011309523809523811;0.005792682926829269;11.001000000000001;0.23750000000000002;0;15.533333333333333;11.001000000000001;67;0.999;16;1743;2.0;29;1225;0.999;16;1102;0.999;16;972;0.999;16;71;6.996000000000004;60;500;0.999;16;597;0.999;16;618;6.996000000000004;500;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.833333333333334;0.999;16;2.0;29;1363;0.999;16;1240;0.999;16;1110;11.001000000000001;67;71;6.996000000000004;60;413;0.999;16;510;0.999;16;531;0.999;16;656;11.001000000000001;71;Grifos
60;15;15;0.009166666666666667;0.009166666666666667;6.996000000000004;0.1375;0;15.983333333333333;6.996000000000004;60;0.999;16;1669;0.999;16;1539;11.001000000000001;67;500;0.999;16;413;0.999;16;37;0.999;16;58;0.999;16;183;2.9979999999999993;43;346;2.9979999999999993;346;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.6;0.999;16;0.999;16;1636;11.001000000000001;67;597;0.999;16;510;6.996000000000004;60;37;0.999;16;5;0.999;16;130;2.9979999999999993;43;293;0.999;16;446;6.996000000000004;37;Grifos
16;5;5;0.0125;0.0125;0.999;0.0625;0;15.95;0.999;16;11.001000000000001;67;618;0.999;16;531;6.996000000000004;60;58;0.999;16;5;0.999;16;109;2.9979999999999993;43;272;0.999;16;425;0.999;16;444;6.996000000000004;58;Grifos
